id,name,alias,length,ratio
tsk_4a57abb949d4e,reversal learning task,reversal learning task,22.0,100
tsk_4a57abb949edb,visual alignment task ,visual alignment task ,22.0,100
trm_4da6327154fd4,scene recognition task,scene recognition task,22.0,100
trm_4da86c8bb3b04,letter comparison task,letter comparison task,22.0,100
trm_4e5d07565b68e,mechanical stimulation,mechanical stimulation,22.0,100
trm_4e5fcd75efb58,thermal grill illusion,thermal grill illusion,22.0,100
trm_4e6112759926e,tonic pain stimulation,tonic pain stimulation,22.0,100
trm_4f240cb09f8e5,semantic decision task,semantic decision task,22.0,100
trm_4f24126c22011,abstract/concrete task,abstract/concrete task,22.0,100
trm_4f24154867d84,logical reasoning task,logical reasoning task,22.0,100
trm_4f24179122380,mental arithmetic task,mental arithmetic task,22.0,100
trm_4f241fd47f16b,passive avoidance task,passive avoidance task,22.0,100
trm_4f24237f2ed47,general knowledge task,general knowledge task,22.0,100
trm_4f24239cc239e,short-term memory task,short-term memory task,22.0,100
trm_4f24479b0db8f,phoneme detection task,phoneme detection task,22.0,100
trm_4f24492504ca0,contextual cueing task,contextual cueing task,22.0,100
trm_4f245326e2eaf,biological motion task,biological motion task,22.0,100
trm_5736095d91380,delayed intention task,delayed intention task,22.0,100
trm_523f5c17d7edb,big five questionnaire,big five questionnaire,22.0,100
trm_5262d903ae91d,pdd behavior inventory,pdd behavior inventory,22.0,100
trm_551b06cf9783b,parallel/serial search,parallel/serial search,22.0,100
trm_551b0ee81fb6b,object perception task,object perception task,22.0,100
trm_551b15af981c6,action-perception loop,action-perception loop,22.0,100
trm_551eff0fdab74,novelty detection task,novelty detection task,22.0,100
trm_551f0634b2607,spatial cuing paradigm,spatial cuing paradigm,22.0,100
trm_55217b48995ce,eye tracking paradigms,eye tracking paradigms,22.0,100
trm_56674d6aa9faf,dietary decisions task,dietary decisions task,22.0,100
trm_5696bb7166121,hierarchical rule task,hierarchical rule task,22.0,100
trm_5798d0fbe2bd1,ideational praxis task,ideational praxis task,22.0,100
trm_586fd8a2c77ca,hand side  recognition,hand side  recognition,22.0,100
trm_597249e1ec9d3,network traversal task,network traversal task,22.0,100
dso_0050665,fetal alcohol syndrome,fetal alcohol syndrome,22.0,100
dso_1229,paranoid schizophrenia,paranoid schizophrenia,22.0,100
dso_2033,communication disorder,communication disorder,22.0,100
dso_2575,barbiturate dependence,barbiturate dependence,22.0,100
dso_4762,vasculogenic impotence,vasculogenic impotence,22.0,100
dso_5798d1ed9bd8f,constructional apraxia,constructional apraxia,22.0,100
trm_4da89077f19ae,digit cancellation task,digit cancelation task,22.0,98
tsk_4a57abb949e98,temporal discounting task,delay discounting task,22.0,81
trm_4f244ad7dcde7,dot motion task,random-dot motion task,22.0,81
trm_4a3fd79d0ab70,pavlovian conditioning,classical conditioning,22.0,73
trm_4b1968619b00b,color-word stroop task,stroop color-word task,22.0,68
trm_4c8990c87035d,naming (covert),covert production task,22.0,32
trm_4c8a82ba8a538,reading (covert),silent production task,22.0,32
trm_4a3fd79d097bf,altruistic motivation,altruistic motivation,21.0,100
trm_4a3fd79d097d6,amodal representation,amodal representation,21.0,100
trm_4a3fd79d097e2,analog representation,analog representation,21.0,100
trm_4a3fd79d09877,appetitive motivation,appetitive motivation,21.0,100
trm_4a3fd79d0989a,articulatory planning,articulatory planning,21.0,100
trm_4a3fd79d09925,attentional resources,attentional resources,21.0,100
trm_4a3fd79d09a8f,auditory localization,auditory localization,21.0,100
trm_4a3fd79d09b79,behavioral inhibition,behavioral inhibition,21.0,100
trm_4a3fd79d09b9c,binocular convergence,binocular convergence,21.0,100
trm_4a3fd79d09c11,categorical knowledge,categorical knowledge,21.0,100
trm_4a3fd79d09d35,cognitive development,cognitive development,21.0,100
trm_4a3fd79d09e07,conditional reasoning,conditional reasoning,21.0,100
trm_4a3fd79d09e64,constituent structure,constituent structure,21.0,100
trm_4a3fd79d09ef0,conversational speech,conversational speech,21.0,100
trm_4a3fd79d0a044,declarative knowledge,declarative knowledge,21.0,100
trm_4a3fd79d0a1d1,emotional suppression,emotional suppression,21.0,100
trm_4a3fd79d0a36a,fixed action patterns,fixed action patterns,21.0,100
trm_4a3fd79d0a64e,instrumental learning,instrumental learning,21.0,100
trm_4a3fd79d0a700,involuntary attention,involuntary attention,21.0,100
trm_4a3fd79d0a7f8,linguistic competence,linguistic competence,21.0,100
trm_4a3fd79d0a908,mental representation,mental representation,21.0,100
trm_4a3fd79d0aa2f,nondeclarative memory,nondeclarative memory,21.0,100
trm_4a3fd79d0aa5e,object categorization,object categorization,21.0,100
trm_4a3fd79d0abc1,perceptual similarity,perceptual similarity,21.0,100
trm_4a3fd79d0ac87,phonological encoding,phonological encoding,21.0,100
trm_4a3fd79d0b2bf,subliminal perception,subliminal perception,21.0,100
trm_4a3fd79d0b4c1,visual representation,visual representation,21.0,100
trm_4a3fd79d0b4d8,visual working memory,visual working memory,21.0,100
trm_4a3fd79d0b8d9,elaborative rehearsal,elaborative rehearsal,21.0,100
trm_525d8cd1c9cc3,sensory defensiveness,sensory defensiveness,21.0,100
trm_525d8e198e0da,sensitivity to change,sensitivity to change,21.0,100
trm_568427366401c,sentence recognition ,sentence recognition ,21.0,100
trm_5534111a8bc96,punishment processing,punishment processing,21.0,100
trm_555cfb890d721,relational comparison,relational comparison,21.0,100
trm_557b4844ca14d,emotional reappraisal,emotional reappraisal,21.0,100
trm_558c74156b7ee,phonological assembly,phonological assembly,21.0,100
trm_558c7ae1eaf86,arithmetic processing,arithmetic processing,21.0,100
trm_559f09a5cdca9,subjective food value,subjective food value,21.0,100
trm_5679b0e9d8c20,emotional enhancement,emotional enhancement,21.0,100
trm_5667451917a34,2-stage decision task,2-stage decision task,21.0,100
trm_4b749b8829eee,embedded figures test,embedded figures test,21.0,100
trm_4c898f8f297ac,flashing checkerboard,flashing checkerboard,21.0,100
trm_4c898fc6722f4,free word list recall,free word list recall,21.0,100
trm_4c8a84f20dde2,visual attention task,visual attention task,21.0,100
tsk_4a57abb94981d,action imitation task,action imitation task,21.0,100
tsk_4a57abb949923,category fluency test,category fluency test,21.0,100
tsk_4a57abb949a33,doors and people test,doors and people test,21.0,100
tsk_4a57abb949abc,immediate recall test,immediate recall test,21.0,100
tsk_4a57abb949b38,lexical decision task,lexical decision task,21.0,100
tsk_4a57abb949bbf,motor sequencing task,motor sequencing task,21.0,100
trm_4da869646e5d1,item recognition task,item recognition task,21.0,100
trm_4da88b3b0cbcc,response mapping task,response mapping task,21.0,100
trm_4dadbdd0b2b8c,delayed response task,delayed response task,21.0,100
trm_4fba857ad04ac,immediate memory task,immediate memory task,21.0,100
trm_4e6a2f61b17b0,capsaicin-evoked pain,capsaicin-evoked pain,21.0,100
trm_4f241bd52b509,semantic fluency task,semantic fluency task,21.0,100
trm_4f241be43458e,phonemic fluency task,phonemic fluency task,21.0,100
trm_4f241fb95918f,recency judgment task,recency judgment task,21.0,100
trm_4f242499b8952,target detection task,target detection task,21.0,100
trm_4f24258b51e2c,living-nonliving task,living-nonliving task,21.0,100
trm_4f244d64e45bc,negative priming task,negative priming task,21.0,100
trm_502abd109f255,ambiguous figure task,ambiguous figure task,21.0,100
trm_50f998dcbfcc8,penn word memory test,penn word memory test,21.0,100
trm_50f99e56117fe,penn face memory test,penn face memory test,21.0,100
trm_5154906cbead5,change detection task,change detection task,21.0,100
trm_534690b0e9dc5,overt word repetition,overt word repetition,21.0,100
trm_551b107c5c111,object classification,object classification,21.0,100
trm_551b1b6f6a262,auditory masking task,auditory masking task,21.0,100
trm_551efd39a74dd,re-entrant processing,re-entrant processing,21.0,100
trm_551f103b3edeb,sequence reproduction,sequence reproduction,21.0,100
trm_55217c8179b00,visual world paradigm,visual world paradigm,21.0,100
trm_5798c6a933abc,word recognition task,word recognition task,21.0,100
trm_586fd45d1bd21,vertical checkerboard,vertical checkerboard,21.0,100
dso_0060153,topographical agnosia,topographical agnosia,21.0,100
dso_0060156,visual verbal agnosia,visual verbal agnosia,21.0,100
dso_0060165,kleine-levin syndrome,kleine-levin syndrome,21.0,100
dso_10132,psychosexual disorder,psychosexual disorder,21.0,100
dso_10935,dissociative disorder,dissociative disorder,21.0,100
dso_12399,pathological gambling,pathological gambling,21.0,100
dso_13709,premature ejaculation,premature ejaculation,21.0,100
dso_13918,somatization disorder,somatization disorder,21.0,100
dso_1595,endogenous depression,endogenous depression,21.0,100
dso_4186,articulation disorder,articulation disorder,21.0,100
dso_6088,acute stress disorder,acute stress disorder,21.0,100
dso_8619,recurrent hypersomnia,recurrent hypersomnia,21.0,100
dso_9478,postpartum depression,postpartum depression,21.0,100
trm_4a3fd79d0b0bd,serial processing,sequential processing,21.0,84
trm_4c8a8329cb8ff,recitation/repetition (overt),recitation/repetition,21.0,84
trm_4c8a830dec136,recitation/repetition (covert),recitation/repetition,21.0,82
trm_4b7c270940f9d,behavioral inhibition (cognitive),behavioral inhibition,21.0,78
trm_4b7c27094a093,behavioral inhibition (temperament),behavioral inhibition,21.0,75
trm_4a3fd79d0a642,instrumental conditioning,instrumental learning,21.0,74
trm_4d949c5b0e380,rhyme verification task,rhyming decision task,21.0,68
trm_550b557e5f90e,social cognition (theory of mind) fmri task paradigm,social cognition fmri,21.0,58
trm_4d949c5b0e380,rhyme verification task,rhyming judgment task,21.0,55
trm_4a3fd79d097f9,analogical inference,analogical inference,20.0,100
trm_4a3fd79d09810,analogical reasoning,analogical reasoning,20.0,100
trm_4a3fd79d098c9,association learning,association learning,20.0,100
trm_4a3fd79d09bf9,case based reasoning,case based reasoning,20.0,100
trm_4a3fd79d09d41,cognitive dissonance,cognitive dissonance,20.0,100
trm_4a3fd79d09dd9,conceptual coherence,conceptual coherence,20.0,100
trm_4a3fd79d09e93,contextual knowledge,contextual knowledge,20.0,100
trm_4a3fd79d09e9e,contingency learning,contingency learning,20.0,100
trm_4a3fd79d09ee6,conversational skill,conversational skill,20.0,100
trm_4a3fd79d0a15c,effortful processing,effortful processing,20.0,100
trm_4a3fd79d0a196,emotional expression,emotional expression,20.0,100
trm_4a3fd79d0a28c,extrinsic motivation,extrinsic motivation,20.0,100
trm_4a3fd79d0a3a4,functional fixedness,functional fixedness,20.0,100
trm_4a3fd79d0a477,gustatory perception,gustatory perception,20.0,100
trm_4a3fd79d0a61f,inhibition of return,inhibition of return,20.0,100
trm_4a3fd79d0a695,intentional learning,intentional learning,20.0,100
trm_4a3fd79d0a6e8,intrinsic motivation,intrinsic motivation,20.0,100
trm_4a3fd79d0a87a,mechanical reasoning,mechanical reasoning,20.0,100
trm_4a3fd79d0aac8,olfactory perception,olfactory perception,20.0,100
trm_4a3fd79d0aad4,orthographic lexicon,orthographic lexicon,20.0,100
trm_4a3fd79d0adc3,procedural knowledge,procedural knowledge,20.0,100
trm_4a3fd79d0ae7b,prospective planning,prospective planning,20.0,100
trm_4a3fd79d0b26d,spreading activation,spreading activation,20.0,100
trm_4a3fd79d0b34b,syntactic processing,syntactic processing,20.0,100
trm_4a3fd79d0b5ef,attentional focusing,attentional focusing,20.0,100
trm_4a3fd79d0b6f5,discourse processing,discourse processing,20.0,100
trm_4a3fd79d0b701,discourse production,discourse production,20.0,100
trm_4a3fd79d0b756,grammatical encoding,grammatical encoding,20.0,100
trm_4a3fd79d0b7f4,language acquisition,language acquisition,20.0,100
trm_4a3fd79d0b920,memory consolidation,memory consolidation,20.0,100
trm_4a3fd79d0b9e9,gustation processing,gustation processing,20.0,100
trm_4d2201d530697,semantic information,semantic information,20.0,100
trm_4e31e6dca01ca,synchrony perception,synchrony perception,20.0,100
trm_4fe9fae4321e7,difference threshold,difference threshold,20.0,100
trm_5024002a85b1f,spontaneous recovery,spontaneous recovery,20.0,100
trm_5159c885a7314,defensive aggression,defensive aggression,20.0,100
trm_5159c8a5d3d13,offensive aggression,offensive aggression,20.0,100
trm_523c7c886b614,inappropriate speech,inappropriate speech,20.0,100
trm_5519bb7767d98,spatial localization,spatial localization,20.0,100
trm_551f11bb8f6a8,interference control,interference control,20.0,100
trm_558c73324a6ca,intertemporal choice,intertemporal choice,20.0,100
trm_55ef687f48a9d,auditory recognition,auditory recognition,20.0,100
trm_5678a999f1c19,numerical comparison,numerical comparison,20.0,100
trm_56798223b43b8,decision uncertainty,decision uncertainty,20.0,100
trm_56674133b666c,adaptive n-back task,adaptive n-back task,20.0,100
trm_4fbd2c18e1dd9,object decision task,object decision task,20.0,100
trm_4c898a20eb254,braille reading task,braille reading task,20.0,100
trm_4c898b02722d2,counting/calculation,counting/calculation,20.0,100
trm_4c8990810541d,mental rotation task,mental rotation task,20.0,100
trm_50f72e93ea9e3,motor screening task,motor screening task,20.0,100
tsk_4a57abb949a4f,eriksen flanker task,eriksen flanker task,20.0,100
tsk_4a57abb949b0e,letter fluency test ,letter fluency test ,20.0,100
tsk_4a57abb949de3,span/supra-span test,span/supra-span test,20.0,100
tsk_4a57abb949f3d,word generation task,word generation task,20.0,100
trm_4da631be60291,counting stroop task,counting stroop task,20.0,100
trm_4da886fc2bc46,visual patterns test,visual patterns test,20.0,100
trm_4da88c205b16b,haptic illusion task,haptic illusion task,20.0,100
trm_4e5bb14d814a8,rubber hand illusion,rubber hand illusion,20.0,100
trm_4e68e08950157,electric stimulation,electric stimulation,20.0,100
trm_4ebd47b8bab6b,object one-back task,object one-back task,20.0,100
trm_4f241325579c6,problem solving task,problem solving task,20.0,100
trm_4f24183fe80c6,verb generation task,verb generation task,20.0,100
trm_4f241c0737cc0,semantic memory task,semantic memory task,20.0,100
trm_4f2453ce33f16,social judgment task,social judgment task,20.0,100
trm_4f24572cb42e4,parity judgment task,parity judgment task,20.0,100
trm_51071fc87a61f,wais object assembly,wais object assembly,20.0,100
trm_5519c5f2ad56f,tone detection (jnd),tone detection (jnd),20.0,100
trm_551b0c0a742d2,lateral facilitation,lateral facilitation,20.0,100
trm_551b153bc78fc,self monitoring task,self monitoring task,20.0,100
trm_551f151f7347e,acquired equivalence,acquired equivalence,20.0,100
trm_5535623c2536a,muller-lyer illusion,muller-lyer illusion,20.0,100
trm_566745bbf272a,task switching (3x2),task switching (3x2),20.0,100
trm_5696e10fcd36a,penn vocabulary test,penn vocabulary test,20.0,100
trm_56aac5f6e4702,eating questionnaire,eating questionnaire,20.0,100
tsk_nzi0bkdoO8a23,error awareness task,error awareness task,20.0,100
dso_0060134,apperceptive agnosia,apperceptive agnosia,20.0,100
dso_11037,dissociative amnesia,dissociative amnesia,20.0,100
dso_1510,personality disorder,personality disorder,20.0,100
dso_2510,kluver-bucy syndrome,kluver-bucy syndrome,20.0,100
dso_845,cyclothymic disorder,cyclothymic disorder,20.0,100
dso_9973,substance dependence,substance dependence,20.0,100
trm_50f7370ace495,visual analogue scales,visual analog scales,20.0,95
trm_4c8a85a4564b2,word stem completion (overt),word stem completion,20.0,83
trm_4c8a858da803d,word stem completion (covert),word stem completion,20.0,82
trm_551f07a281283,distraction paradigm (capture),distraction paradigm,20.0,80
trm_4f241c8d4a75c,gender discrimination task,gender decision task,20.0,78
trm_52068e5bd9aa1,restricted behavior,stereotyped behavior,20.0,77
trm_4a3fd79d0a642,instrumental conditioning,operant conditioning,20.0,71
trm_557b476527a27,auditory tone discrimination,sound discrimination,20.0,71
trm_4f241c8d4a75c,gender discrimination task,gender judgment task,20.0,70
trm_4a3fd79d0b043,selective attention,controlled attention,20.0,67
trm_4c8a84825c4e4,tone monitor/discrimination,tone monitoring task,20.0,64
trm_56a2a6ce24586,penn emotion recognition task,children&#39;s er40),20.0,20
trm_4a3fd79d096be,abductive reasoning,abductive reasoning,19.0,100
trm_4a3fd79d0971e,acoustic processing,acoustic processing,19.0,100
trm_4a3fd79d097ed,analogical encoding,analogical encoding,19.0,100
trm_4a3fd79d0981b,analogical transfer,analogical transfer,19.0,100
trm_4a3fd79d09ab2,auditory perception,auditory perception,19.0,100
trm_4a3fd79d09bb3,binocular disparity,binocular disparity,19.0,100
trm_4a3fd79d09bee,capacity limitation,capacity limitation,19.0,100
trm_4a3fd79d09d58,cognitive heuristic,cognitive heuristic,19.0,100
trm_4a3fd79d09dcd,conceptual category,conceptual category,19.0,100
trm_4a3fd79d09de4,conceptual planning,conceptual planning,19.0,100
trm_4a3fd79d09ece,convergent thinking,convergent thinking,19.0,100
trm_4a3fd79d0a021,decay of activation,decay of activation,19.0,100
trm_4a3fd79d0a066,deductive inference,deductive inference,19.0,100
trm_4a3fd79d0a072,deductive reasoning,deductive reasoning,19.0,100
trm_4a3fd79d0a33b,feedback processing,feedback processing,19.0,100
trm_4a3fd79d0a556,incidental learning,incidental learning,19.0,100
trm_4a3fd79d0a590,inductive reasoning,inductive reasoning,19.0,100
trm_4a3fd79d0a78d,language production,language production,19.0,100
trm_4a3fd79d0a92b,metacognitive skill,metacognitive skill,19.0,100
trm_4a3fd79d0aa8d,object manipulation,object manipulation,19.0,100
trm_4a3fd79d0ab65,pattern recognition,pattern recognition,19.0,100
trm_4a3fd79d0abb6,perceptual learning,perceptual learning,19.0,100
trm_4a3fd79d0ac61,phonological buffer,phonological buffer,19.0,100
trm_4a3fd79d0ad12,pragmatic inference,pragmatic inference,19.0,100
trm_4a3fd79d0ad1d,pragmatic knowledge,pragmatic knowledge,19.0,100
trm_4a3fd79d0ad29,pragmatic reasoning,pragmatic reasoning,19.0,100
trm_4a3fd79d0adcf,procedural learning,procedural learning,19.0,100
trm_4a3fd79d0adf4,processing capacity,processing capacity,19.0,100
trm_4a3fd79d0aed8,relational learning,relational learning,19.0,100
trm_4a3fd79d0af66,response inhibition,response inhibition,19.0,100
trm_4a3fd79d0b043,selective attention,selective attention,19.0,100
trm_4a3fd79d0b154,social intelligence,social intelligence,19.0,100
trm_4a3fd79d0b311,sustained attention,sustained attention,19.0,100
trm_4a3fd79d0b3cb,top down processing,top down processing,19.0,100
trm_4a3fd79d0b406,unconscious process,unconscious process,19.0,100
trm_4a3fd79d0b665,emotion recognition,emotion recognition,19.0,100
trm_4a3fd79d0b6dd,discourse knowledge,discourse knowledge,19.0,100
trm_4a3fd79d0b7b5,illocutionary force,illocutionary force,19.0,100
trm_4a3fd79d0b802,language processing,language processing,19.0,100
trm_4a3fd79d0b87a,semantic processing,semantic processing,19.0,100
trm_4a3fd79d0b89e,sentence processing,sentence processing,19.0,100
trm_4a3fd79d0b8aa,sentence production,sentence production,19.0,100
trm_4d7fa1ee2f870,phonemic paraphasia,phonemic paraphasia,19.0,100
trm_4d920c905d465,conceptual metaphor,conceptual metaphor,19.0,100
trm_4e5505361f160,body representation,body representation,19.0,100
trm_4e61264db33d4,pain sensitization ,pain sensitization ,19.0,100
trm_4fea04a02ce37,binocular depth cue,binocular depth cue,19.0,100
trm_502954662d63e,feature integration,feature integration,19.0,100
trm_52068e5bd9aa1,restricted behavior,restricted behavior,19.0,100
trm_5519b92bde7dc,visual localization,visual localization,19.0,100
trm_56006cb5a61ac,exogenous attention,exogenous attention,19.0,100
trm_5521a5f310604,associative priming,associative priming,19.0,100
trm_557b49206928b,pattern maintenance,pattern maintenance,19.0,100
trm_557b4a81a4a17,reward anticipation,reward anticipation,19.0,100
trm_55c6f58e77fbe,story comprehension,story comprehension,19.0,100
trm_55ef153d47bc0,confidence judgment,confidence judgment,19.0,100
trm_5a285423171d9,episodic simulation,episodic simulation,19.0,100
trm_5a285482e89c2,episodic prediction,episodic prediction,19.0,100
trm_4fba85a597ca9,delayed memory task,delayed memory task,19.0,100
trm_4b75ea4ddd896,same-different task,same-different task,19.0,100
trm_4c40d10cd776e,operation span task,operation span task,19.0,100
trm_4c40d1d16071e,listening span task,listening span task,19.0,100
trm_4c898f079d05e,finger tapping task,finger tapping task,19.0,100
trm_4c8a8467304e2,theory of mind task,theory of mind task,19.0,100
tsk_4a57abb9499ff,delayed recall test,delayed recall test,19.0,100
tsk_4a57abb949cfb,picture naming task,picture naming task,19.0,100
tsk_4a57abb949df1,spatial n-back task,spatial n-back task,19.0,100
tsk_4a57abb949f4a,word identification,word identification,19.0,100
trm_4f240edf92865,mental imagery task,mental imagery task,19.0,100
trm_4f240f1c740da,verbal fluency task,verbal fluency task,19.0,100
trm_4f24112057e90,categorization task,categorization task,19.0,100
trm_4f242042e5805,cambridge risk task,cambridge risk task,19.0,100
trm_4f244a67d5b17,mirror tracing task,mirror tracing task,19.0,100
trm_50240427b4c1b,counterconditioning,counterconditioning,19.0,100
trm_50b66c50ca2ac,symbol counter task,symbol counter task,19.0,100
trm_5176cf2c19e89,mirror reading task,mirror reading task,19.0,100
trm_525c4cb94bfff,conners 3rd edition,conners 3rd edition,19.0,100
trm_54f93101b2fd8,think/no-think task,think/no-think task,19.0,100
trm_551efeacb9deb,manipulation of isi,manipulation of isi,19.0,100
trm_553e8882e3cb6,ultimatum game (ug),ultimatum game (ug),19.0,100
trm_5696c2c063222,multiplication task,multiplication task,19.0,100
trm_5696d0a4902df,wrat-4 word reading,wrat-4 word reading,19.0,100
trm_569fc84bd541d,penn fractal n-back,penn fractal n-back,19.0,100
dso_0050742,nicotine dependence,nicotine dependence,19.0,100
dso_0060001,withdrawal disorder,withdrawal disorder,19.0,100
dso_0060044,paraphilia disorder,paraphilia disorder,19.0,100
dso_0060045,munchausen by proxy,munchausen by proxy,19.0,100
dso_0060136,associative agnosia,associative agnosia,19.0,100
dso_0060143,integrative agnosia,integrative agnosia,19.0,100
dso_0060166,bipolar ll disorder,bipolar ll disorder,19.0,100
dso_0060179,renpenning syndrome,renpenning syndrome,19.0,100
dso_11507,rumination disorder,rumination disorder,19.0,100
dso_1766,factitious disorder,factitious disorder,19.0,100
dso_1768,conversion disorder,conversion disorder,19.0,100
dso_1849,cannabis dependence,cannabis dependence,19.0,100
dso_252,alcoholic psychosis,alcoholic psychosis,19.0,100
dso_2560,morphine dependence,morphine dependence,19.0,100
dso_4737,somatoform disorder,somatoform disorder,19.0,100
dso_5062,phencyclidine abuse,phencyclidine abuse,19.0,100
dso_507,adjustment disorder,adjustment disorder,19.0,100
dso_5340,anterograde amnesia,anterograde amnesia,19.0,100
dso_778,delusional disorder,delusional disorder,19.0,100
dso_8927,learning disability,learning disability,19.0,100
dso_9220,central sleep apnea,central sleep apnea,19.0,100
trm_5358ede949107,conflict adaptation effect,conflict adaptation,19.0,84
trm_557b476527a27,auditory tone discrimination,tone discrimination,19.0,81
trm_52068e5bd9aa1,restricted behavior,repetitive behavior,19.0,79
trm_4a3fd79d0b607,set shifting,mental set shifting,19.0,77
trm_53c4465b0466f,why/how task,yes/no why/how task,19.0,77
trm_4d949c5b0e380,rhyme verification task,rhyme decision task,19.0,76
trm_4d949c5b0e380,rhyme verification task,rhyme judgment task,19.0,62
tsk_4a57abb949d40,recognition memory test,old-new recognition,19.0,52
trm_4c8a82ba8a538,reading (covert),covert reading task,19.0,51
trm_4c8a82ba8a538,reading (covert),silent reading task,19.0,51
trm_551f07a281283,distraction paradigm (capture),capture distraction,19.0,45
trm_4a3fd79d09d64,cognitive load,processing capacity,19.0,24
trm_4a3fd79d096f0,abstract knowledge,abstract knowledge,18.0,100
trm_4a3fd79d0977b,affect recognition,affect recognition,18.0,100
trm_4a3fd79d0990e,attention capacity,attention capacity,18.0,100
trm_4a3fd79d09919,attentional effort,attentional effort,18.0,100
trm_4a3fd79d09a10,auditory attention,auditory attention,18.0,100
trm_4a3fd79d09c97,chromatic contrast,chromatic contrast,18.0,100
trm_4a3fd79d09e13,conflict detection,conflict detection,18.0,100
trm_4a3fd79d09e1e,conjunction search,conjunction search,18.0,100
trm_4a3fd79d09eaa,contrastive stress,contrastive stress,18.0,100
trm_4a3fd79d09f2a,creative cognition,creative cognition,18.0,100
trm_4a3fd79d0a04f,declarative memory,declarative memory,18.0,100
trm_4a3fd79d0a0ff,distributed coding,distributed coding,18.0,100
trm_4a3fd79d0a10a,divergent thinking,divergent thinking,18.0,100
trm_4a3fd79d0a269,explicit knowledge,explicit knowledge,18.0,100
trm_4a3fd79d0a32f,feature extraction,feature extraction,18.0,100
trm_4a3fd79d0a375,fluid intelligence,fluid intelligence,18.0,100
trm_4a3fd79d0a460,gustatory learning,gustatory learning,18.0,100
trm_4a3fd79d0a51c,implicit knowledge,implicit knowledge,18.0,100
trm_4a3fd79d0aab0,object recognition,object recognition,18.0,100
trm_4a3fd79d0ab88,perceptual binding,perceptual binding,18.0,100
trm_4a3fd79d0ab9f,perceptual fluency,perceptual fluency,18.0,100
trm_4a3fd79d0ae70,prospective memory,prospective memory,18.0,100
trm_4a3fd79d0aeaa,quantitative skill,quantitative skill,18.0,100
trm_4a3fd79d0af71,response selection,response selection,18.0,100
trm_4a3fd79d0b077,semantic knowledge,semantic knowledge,18.0,100
trm_4a3fd79d0b0df,shallow processing,shallow processing,18.0,100
trm_4a3fd79d0b37a,text comprehension,text comprehension,18.0,100
trm_4a3fd79d0b548,word comprehension,word comprehension,18.0,100
trm_4a3fd79d0b583,word pronunciation,word pronunciation,18.0,100
trm_4a3fd79d0b5fb,attention shifting,attention shifting,18.0,100
trm_4a3fd79d0b65a,emotion perception,emotion perception,18.0,100
trm_4a3fd79d0b6e9,discourse planning,discourse planning,18.0,100
trm_4a3fd79d0b826,lexical processing,lexical processing,18.0,100
trm_4a3fd79d0b914,memory acquisition,memory acquisition,18.0,100
trm_4a3fd79d0ba0d,active maintenance,active maintenance,18.0,100
trm_4e5badf095692,sense of ownership,sense of ownership,18.0,100
trm_4f33e65d0daac,embodied cognition,embodied cognition,18.0,100
trm_4fea25630ffb5,motion aftereffect,motion aftereffect,18.0,100
trm_5021684cba96c,domain specificity,domain specificity,18.0,100
trm_502ad54c11389,visual orientation,visual orientation,18.0,100
trm_50f382d7abdff,vestibular control,vestibular control,18.0,100
trm_5159beaf80413,animacy perception,animacy perception,18.0,100
trm_51a6905a3f021,cognitive training,cognitive training,18.0,100
trm_51a690a7492eb,emotion regulation,emotion regulation,18.0,100
trm_5519b80525e89,stimulus detection,stimulus detection,18.0,100
trm_5519ba1746e95,perceptual priming,perceptual priming,18.0,100
trm_5521a2aa5b127,conceptual priming,conceptual priming,18.0,100
trm_5521a45a397a6,repetition priming,repetition priming,18.0,100
trm_557b47abe9a34,decision certainty,decision certainty,18.0,100
trm_557b4891e9265,feature comparison,feature comparison,18.0,100
trm_557b4904ee26d,object maintenance,object maintenance,18.0,100
trm_557b4a7315f1b,response execution,response execution,18.0,100
trm_557b4acdee820,string maintenance,string maintenance,18.0,100
trm_557b4b7176394,visual recognition,visual recognition,18.0,100
trm_5595bde6b2e95,facial recognition,facial recognition,18.0,100
trm_59d184d0980bf,arousal (physical),arousal (physical),18.0,100
trm_5a28604b01314,episodic intention,episodic intention,18.0,100
trm_4a3fd79d0b3d7,trace conditioning,trace conditioning,18.0,100
trm_50b40bca8cf83,hungry donkey task,hungry donkey task,18.0,100
trm_4c898a8fd3afb,chewing/swallowing,chewing/swallowing,18.0,100
trm_4cacee4a1d875,mixed gambles task,mixed gambles task,18.0,100
tsk_4a57abb9498df,block tapping test,block tapping test,18.0,100
tsk_4a57abb9498ef,boston naming test,boston naming test,18.0,100
tsk_4a57abb949ae5,iowa gambling task,iowa gambling task,18.0,100
tsk_4a57abb949b1c,letter n-back task,letter n-back task,18.0,100
tsk_4a57abb949b2b,letter naming task,letter naming task,18.0,100
tsk_4a57abb949bdb,nine-hole peg test,nine-hole peg test,18.0,100
tsk_4a57abb949d17,posner cueing task,posner cueing task,18.0,100
tsk_4a57abb949dd6,source memory test,source memory test,18.0,100
trm_4da63146f12d7,remember/know task,remember/know task,18.0,100
trm_4da634216ebbc,dual-task paradigm,dual-task paradigm,18.0,100
trm_4da88b63787d6,pursuit rotor task,pursuit rotor task,18.0,100
trm_4da88bd4412da,animal naming task,animal naming task,18.0,100
trm_4da890f978492,glasgow coma scale,glasgow coma scale,18.0,100
